p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0	0.323146896548566	0.379	0.34	0	0	LOC113219351
0	0.294125029388467	0.253	0.204	0	0	LOC409077
0	-0.250347363442301	0.086	0.251	0	0	LOC411154
0	-0.25044491080642	0.158	0.345	0	0	LOC725501
0	-0.250821561263037	0.103	0.276	0	0	LOC413246
0	-0.252365504571473	0.117	0.297	0	0	LOC409086
0	-0.253080023183893	0.427	0.675	0	0	LOC408951
0	-0.256926217474257	0.228	0.459	0	0	LOC726178
0	-0.257889667176903	0.113	0.296	0	0	LOC726949
0	-0.258263375429593	0.126	0.312	0	0	LOC552166
0	-0.258707678135047	0.114	0.297	0	0	LOC552528
0	-0.259257735938363	0.088	0.256	0	0	LOC413197
0	-0.261200169788345	0.123	0.31	0	0	LOC100576878
0	-0.264129941922905	0.091	0.261	0	0	Usp
0	-0.264246668041064	0.086	0.256	0	0	LOC727150
0	-0.264469007971012	0.112	0.297	0	0	LOC409395
0	-0.264502293145629	0.093	0.264	0	0	LOC408792
0	-0.266340207524471	0.28	0.517	0	0	LOC551031
0	-0.266645091517304	0.093	0.265	0	0	LOC724831
0	-0.268607790789632	0.178	0.389	0	0	LOC409804
0	-0.269266665960134	0.711	0.898	0	0	LOC411083
0	-0.273175012712721	0.532	0.783	0	0	LOC408465
0	-0.273877826235729	0.085	0.26	0	0	LOC100578947
0	-0.274035559086012	0.232	0.433	0	0	LOC408863
0	-0.274151612609026	0.102	0.285	0	0	LOC552814
0	-0.274268675567445	0.271	0.496	0	0	LOC726472
0	-0.27522996329886	0.091	0.269	0	0	LOC413834
0	-0.27688387219974	0.101	0.283	0	0	LOC100577004
0	-0.276915649159479	0.26	0.505	0	0	LOC725453
0	-0.277285309346842	0.088	0.266	0	0	LOC409470
0	-0.278404286353822	0.111	0.301	0	0	LOC113219404
0	-0.278563706247462	0.097	0.282	0	0	LOC100578826
0	-0.27861834832156	0.127	0.321	0	0	Hsc70-3
0	-0.279036773623621	0.098	0.281	0	0	LOC408936
0	-0.279295683183916	0.078	0.25	0	0	MT-LOC408286
0	-0.279357321153153	0.164	0.371	0	0	LOC100577769
0	-0.28037804572439	0.109	0.298	0	0	MT-LOC412750
0	-0.282925006334935	0.081	0.256	0	0	LOC725070
0	-0.28356481257962	0.094	0.266	0	0	LOC100576805
0	-0.28576279862464	0.147	0.341	0	0	LOC725901
0	-0.285930747231767	0.163	0.377	0	0	LOC409004
0	-0.286072645922611	0.083	0.26	0	0	LOC113218664
0	-0.286463182960321	0.411	0.658	0	0	LOC408372
0	-0.286652259730004	0.262	0.5	0	0	LOC409963
0	-0.287350158490941	0.099	0.273	0	0	LOC551098
0	-0.288656270274479	0.093	0.277	0	0	LOC726030
0	-0.288795895782119	0.097	0.282	0	0	LOC726187
0	-0.289907324257471	0.091	0.271	0	0	Csd
0	-0.290642120562267	0.528	0.779	0	0	LOC726924
0	-0.291628377315755	0.084	0.257	0	0	LOC551375
0	-0.291899818404018	0.104	0.298	0	0	LOC409456
0	-0.292803443475203	0.088	0.272	0	0	LOC724599
0	-0.293723236703717	0.163	0.382	0	0	LOC410165
0	-0.295296100482302	0.172	0.399	0	0	LOC726543
0	-0.297034151264164	0.082	0.264	0	0	LOC100577846
0	-0.297211177517208	0.122	0.328	0	0	LOC409323
0	-0.298654914030988	0.125	0.327	0	0	LOC408811
0	-0.300196301477888	0.296	0.557	0	0	LOC408614
0	-0.300375628148818	0.181	0.411	0	0	LOC409539
0	-0.303500903201196	0.089	0.28	0	0	LOC551673
0	-0.304367510572719	0.21	0.453	0	0	LOC724593
0	-0.304741235187842	0.146	0.367	0	0	LOC410085
0	-0.307366359140829	0.087	0.278	0	0	LOC725179
0	-0.308261228194391	0.098	0.294	0	0	LOC494508
0	-0.308650297524804	0.112	0.316	0	0	LOC726053
0	-0.309222035263529	0.13	0.343	0	0	LOC550716
0	-0.309981156321646	0.074	0.255	0	0	LOC409682
0	-0.310055408655742	0.081	0.258	0	0	LOC725190
0	-0.312942153870524	0.076	0.26	0	0	LOC551435
0	-0.313522701080732	0.07	0.253	0	0	LOC413683
0	-0.314070687604663	0.096	0.292	0	0	LOC411494
0	-0.315324209951519	0.073	0.254	0	0	LOC552265
0	-0.315378189239827	0.073	0.255	0	0	LOC411854
0	-0.316211810952959	0.134	0.352	0	0	LOC408721
0	-0.31627615931286	0.09	0.285	0	0	LOC413409
0	-0.316453510771191	0.158	0.369	0	0	LOC406096
0	-0.31659748292067	0.069	0.25	0	0	LOC412941
0	-0.317478374874983	0.08	0.267	0	0	LOC411758
0	-0.317542034684506	0.145	0.367	0	0	LOC409956
0	-0.317783704139489	0.194	0.437	0	0	LOC726991
0	-0.319007985893672	0.167	0.399	0	0	LOC551291
0	-0.319785518494071	0.078	0.267	0	0	LOC724816
0	-0.32000615191039	0.093	0.294	0	0	LOC412508
0	-0.320125814462504	0.071	0.256	0	0	LOC725436
0	-0.323834292458891	0.08	0.261	0	0	MT-rnd-6-family-3082#Unknown
0	-0.324839831139848	0.088	0.283	0	0	LOC552002
0	-0.325226828528645	0.079	0.272	0	0	LOC551881
0	-0.326486599201063	0.079	0.272	0	0	LOC410487
0	-0.327936427485267	0.099	0.305	0	0	LOC552303
0	-0.329322464997912	0.064	0.251	0	0	LOC726307
0	-0.330060252957223	0.134	0.339	0	0	LOC410373
0	-0.331619273871863	0.621	0.872	0	0	LOC410689
0	-0.331633250902668	0.206	0.453	0	0	LOC408971
0	-0.333607647903212	0.09	0.295	0	0	LOC409350
0	-0.334365980707939	0.164	0.406	0	0	LOC726060
0	-0.334524681195125	0.1	0.31	0	0	LOC409559
0	-0.33483585634534	0.137	0.358	0	0	Ef-1a-f1
0	-0.33751572270157	0.531	0.803	0	0	LOC411114
0	-0.337718986606263	0.088	0.291	0	0	LOC725528
0	-0.338257971474054	0.091	0.326	0	0	LOC408905
0	-0.338321836004528	0.068	0.258	0	0	LOC412943
0	-0.338631576000094	0.069	0.26	0	0	LOC724660
0	-0.339925537834825	0.074	0.273	0	0	LOC726272
0	-0.340459714170656	0.147	0.381	0	0	LOC107966041
0	-0.340632412340266	0.179	0.429	0	0	LOC551446
0	-0.340930306388468	0.068	0.259	0	0	LOC411457
0	-0.341149855431665	0.437	0.708	0	0	LOC409791
0	-0.341961622380708	0.159	0.4	0	0	LOC409713
0	-0.342813553179673	0.076	0.265	0	0	LOC410467
0	-0.345083922431136	0.075	0.273	0	0	LOC725379
0	-0.345245235890884	0.069	0.268	0	0	LOC102656765
0	-0.345321130265695	0.58	0.84	0	0	LOC408722
0	-0.346301404285888	0.078	0.27	0	0	Amih
0	-0.349709332313997	0.072	0.269	0	0	LOC409024
0	-0.349938890328568	0.064	0.252	0	0	Rfwd3
0	-0.349983968789957	0.1	0.316	0	0	LOC410717
0	-0.3500105343858	0.12	0.343	0	0	LOC102654994
0	-0.3501675889547	0.195	0.452	0	0	LOC410201
0	-0.350190085233937	0.059	0.288	0	0	rnd-1-family-1#DNA/TcMar-Mariner
0	-0.350379127967098	0.07	0.271	0	0	LOC409888
0	-0.350445247426656	0.069	0.268	0	0	LOC413912
0	-0.350620191495229	0.12	0.346	0	0	LOC409366
0	-0.35492205714502	0.075	0.269	0	0	LOC413784
0	-0.35540835899993	0.546	0.823	0	0	LOC408809
0	-0.355938464454699	0.086	0.299	0	0	LOC725155
0	-0.356084858161319	0.072	0.262	0	0	LOC413071
0	-0.356115883243292	0.07	0.266	0	0	LOC107964025
0	-0.356825648266983	0.115	0.339	0	0	LOC552228
0	-0.35744658626407	0.174	0.431	0	0	LOC727630
0	-0.357495818005994	0.054	0.253	0	0	MT-rnd-5-family-4214#Unknown
0	-0.358749245531738	0.097	0.317	0	0	LOC409486
0	-0.359856510862244	0.067	0.265	0	0	LOC412093
0	-0.361221121032133	0.324	0.621	0	0	LOC412470
0	-0.362683457623186	0.154	0.407	0	0	LOC100577995
0	-0.363111755791634	0.067	0.266	0	0	LOC107964583
0	-0.363618526372435	0.069	0.271	0	0	LOC724450
0	-0.364083470537152	0.222	0.497	0	0	LOC410170
0	-0.367531817442481	0.076	0.271	0	0	LOC410178
0	-0.367573315341237	0.065	0.268	0	0	LOC410545
0	-0.369411245660078	0.104	0.327	0	0	LOC409238
0	-0.369423838378576	0.059	0.256	0	0	LOC409928
0	-0.370517554721296	0.108	0.338	0	0	LOC412643
0	-0.371252617334959	0.121	0.352	0	0	LOC100577092
0	-0.371396192004696	0.076	0.287	0	0	LOC408705
0	-0.371401635804331	0.213	0.486	0	0	LOC725068
0	-0.372604613512966	0.096	0.32	0	0	LOC409327
0	-0.372726846646884	0.121	0.36	0	0	LOC409332
0	-0.372778316898703	0.058	0.259	0	0	LOC413557
0	-0.37338520143523	0.097	0.321	0	0	LOC409131
0	-0.373975805896838	0.121	0.359	0	0	LOC100578854
0	-0.374483537795884	0.083	0.3	0	0	LOC551530
0	-0.374582214251031	0.061	0.26	0	0	LOC408563
0	-0.375356962319037	0.109	0.345	0	0	LOC410874
0	-0.375492608837929	0.085	0.304	0	0	LOC412918
0	-0.375560099231143	0.114	0.344	0	0	LOC724192
0	-0.37947729162473	0.506	0.712	0	0	LOC408804
0	-0.379617003047935	0.072	0.287	0	0	LOC727574
0	-0.379794809420153	0.061	0.262	0	0	LOC552309
0	-0.379900035293602	0.056	0.258	0	0	LOC409084
0	-0.380116307089148	0.094	0.321	0	0	LOC409252
0	-0.380490852362206	0.177	0.445	0	0	LOC724737
0	-0.38120708342414	0.053	0.25	0	0	LOC726728
0	-0.381897677621295	0.066	0.275	0	0	LOC408953
0	-0.382785275473101	0.097	0.33	0	0	LOC409839
0	-0.383391905930561	0.085	0.301	0	0	LOC551257
0	-0.383489969545968	0.083	0.302	0	0	LOC411046
0	-0.383634245359396	0.09	0.317	0	0	LOC412256
0	-0.384734656682582	0.079	0.306	0	0	LOC411048
0	-0.384966901453263	0.119	0.361	0	0	LOC551073
0	-0.385117634652897	0.058	0.261	0	0	LOC409137
0	-0.386378935893346	0.053	0.257	0	0	LOC726280
0	-0.387861991152337	0.149	0.411	0	0	LOC552031
0	-0.388337677037773	0.082	0.306	0	0	LOC551566
0	-0.388459257200247	0.059	0.266	0	0	LOC410831
0	-0.389113342724296	0.071	0.289	0	0	LOC413753
0	-0.38983975710899	0.1	0.334	0	0	LOC411536
0	-0.390302401397321	0.165	0.446	0	0	rnd-1-family-33#Unknown
0	-0.390541190609647	0.059	0.254	0	0	LOC411344
0	-0.390679284119642	0.069	0.286	0	0	LOC410423
0	-0.392508646859853	0.117	0.329	0	0	LOC413473
0	-0.392613858132127	0.095	0.317	0	0	LOC100578031
0	-0.392707695809035	0.052	0.254	0	0	LOC412092
0	-0.392801557866648	0.161	0.411	0	0	LOC408791
0	-0.393069359620384	0.057	0.27	0	0	LOC408664
0	-0.393134504176097	0.124	0.363	0	0	LOC409882
0	-0.393678047547839	0.075	0.295	0	0	LOC411534
0	-0.394421242779711	0.055	0.264	0	0	LOC408916
0	-0.395375690347088	0.051	0.254	0	0	LOC100578793
0	-0.395594565064264	0.096	0.332	0	0	LOC410070
0	-0.39582712414545	0.084	0.312	0	0	LOC411115
0	-0.395961272532332	0.097	0.329	0	0	LOC100578102
0	-0.396140094167154	0.078	0.263	0	0	Tk
0	-0.396813260457996	0.075	0.297	0	0	LOC413341
0	-0.397262882475945	0.111	0.355	0	0	LOC409435
0	-0.397993659573948	0.054	0.261	0	0	Nmdar1
0	-0.400245144373024	0.1	0.334	0	0	LOC724178
0	-0.400682572555714	0.061	0.259	0	0	LOC726401
0	-0.400746318978977	0.612	0.875	0	0	LOC725131
0	-0.401243764968105	0.085	0.317	0	0	LOC551826
0	-0.401340915358915	0.12	0.364	0	0	LOC408685
0	-0.403508051169774	0.076	0.299	0	0	LOC413428
0	-0.403624403063221	0.409	0.728	0	0	LOC413837
0	-0.404557461493143	0.131	0.379	0	0	LOC409674
0	-0.405718541222344	0.206	0.489	0	0	LOC408869
0	-0.405758154991954	0.339	0.657	0	0	MT-rnd-4-family-594#Unknown
0	-0.405789361096547	0.058	0.273	0	0	LOC100578953
0	-0.405828609370731	0.066	0.286	0	0	LOC413504
0	-0.40629534893442	0.092	0.331	0	0	LOC724402
0	-0.406486266966401	0.073	0.298	0	0	LOC409965
0	-0.406648669133011	0.06	0.277	0	0	LOC724991
0	-0.406976605501705	0.06	0.259	0	0	LOC100577254
0	-0.407409811736491	0.154	0.409	0	0	LOC100576569
0	-0.407769563569248	0.074	0.302	0	0	LOC727238
0	-0.40899193003808	0.066	0.286	0	0	LOC408564
0	-0.409392417564711	0.103	0.345	0	0	LOC724929
0	-0.409553210823801	0.056	0.26	0	0	LOC413040
0	-0.409797082137072	0.06	0.267	0	0	LOC113218523
0	-0.409981783644178	0.115	0.379	0	0	LOC409007
0	-0.411547453431976	0.106	0.33	0	0	LOC552709
0	-0.411904363944668	0.079	0.301	0	0	LOC409282
0	-0.412005142917477	0.105	0.355	0	0	LOC412108
0	-0.413144050738577	0.11	0.362	0	0	LOC411981
0	-0.413347700398757	0.062	0.283	0	0	LOC408586
0	-0.413351597637564	0.126	0.386	0	0	LOC411011
0	-0.41386014180371	0.392	0.707	0	0	LOC409634
0	-0.415188130308467	0.072	0.296	0	0	LOC724344
0	-0.416509206980673	0.05	0.262	0	0	LOC552221
0	-0.417744673918505	0.134	0.401	0	0	LOC410045
0	-0.419244538822879	0.169	0.45	0	0	LOC725503
0	-0.41982270451823	0.113	0.357	0	0	LOC726283
0	-0.420229235276258	0.07	0.295	0	0	LOC726231
0	-0.421197254915075	0.096	0.334	0	0	LOC551624
0	-0.421347471427341	0.078	0.311	0	0	LOC411791
0	-0.421392991646374	0.044	0.256	0	0	LOC410853
0	-0.422142832181685	0.188	0.483	0	0	LOC550799
0	-0.423329212253993	0.172	0.452	0	0	LOC408763
0	-0.423501540279851	0.042	0.251	0	0	LOC726548
0	-0.424959294672061	0.674	0.906	0	0	Camkii
0	-0.425388997930431	0.181	0.475	0	0	LOC100577216
0	-0.425683785485576	0.086	0.326	0	0	LOC725548
0	-0.42688394457882	0.063	0.291	0	0	LOC408841
0	-0.427127690211635	0.144	0.42	0	0	LOC408808
0	-0.427276157856926	0.094	0.333	0	0	LOC411871
0	-0.427354917263347	0.043	0.256	0	0	LOC409829
0	-0.429749711745447	0.077	0.31	0	0	LOC726065
0	-0.42975279108429	0.106	0.356	0	0	LOC408906
0	-0.431185077722803	0.081	0.322	0	0	LOC727399
0	-0.431286396768543	0.183	0.463	0	0	LOC726399
0	-0.431325278506763	0.128	0.401	0	0	LOC408850
0	-0.431325360054494	0.077	0.315	0	0	LOC413510
0	-0.432828928620991	0.067	0.3	0	0	LOC413669
0	-0.433146845308458	0.061	0.279	0	0	LOC413224
0	-0.435031229593186	0.191	0.483	0	0	LOC411288
0	-0.435162351758047	0.2	0.502	0	0	LOC551320
0	-0.43562614254435	0.077	0.319	0	0	LOC100578450
0	-0.437236638648147	0.243	0.547	0	0	LOC408623
0	-0.437491829595718	0.063	0.296	0	0	LOC410956
0	-0.437664897451632	0.08	0.321	0	0	LOC411525
0	-0.438120481436601	0.046	0.266	0	0	LOC726461
0	-0.438347567608196	0.146	0.421	0	0	LOC552243
0	-0.438789848977642	0.044	0.257	0	0	LOC724468
0	-0.439065096995938	0.055	0.275	0	0	LOC410140
0	-0.439550111998219	0.079	0.292	0	0	LOC724220
0	-0.439857924258582	0.095	0.351	0	0	LOC724634
0	-0.442279226451456	0.23	0.523	0	0	LOC113218632
0	-0.442989646193055	0.056	0.286	0	0	LOC100577903
0	-0.44314206757248	0.038	0.253	0	0	LOC411277
0	-0.444137337073201	0.046	0.266	0	0	nAChRa7
0	-0.44436775082333	0.065	0.288	0	0	LOC409000
0	-0.444983588790227	0.396	0.729	0	0	Syt1
0	-0.447864617747378	0.152	0.445	0	0	LOC725189
0	-0.448222009072506	0.076	0.322	0	0	LOC100576896
0	-0.448745629608627	0.112	0.377	0	0	LOC100577972
0	-0.449731477311597	0.117	0.382	0	0	LOC726456
0	-0.450427086089561	0.086	0.328	0	0	LOC410779
0	-0.450772371929666	0.837	0.968	0	0	Ancr-1
0	-0.451586637424696	0.152	0.428	0	0	LOC552017
0	-0.452400481958369	0.054	0.266	0	0	LOC412263
0	-0.454018376694828	0.065	0.306	0	0	LOC725406
0	-0.45533620958438	0.069	0.315	0	0	LOC409983
0	-0.456485108177547	0.069	0.301	0	0	Ac3
0	-0.456644028128154	0.2	0.507	0	0	LOC726804
0	-0.45711743293158	0.054	0.266	0	0	LOC406073
0	-0.457622791016621	0.054	0.286	0	0	LOC408631
0	-0.458682268018729	0.063	0.296	0	0	LOC724823
0	-0.459216009949132	0.074	0.324	0	0	LOC410019
0	-0.459724383409825	0.063	0.304	0	0	LOC410117
0	-0.460299523055683	0.059	0.293	0	0	LOC409043
0	-0.461088833291731	0.129	0.416	0	0	PHRF1
0	-0.462953904058186	0.083	0.315	0	0	LOC408988
0	-0.465104375759193	0.05	0.286	0	0	LOC408519
0	-0.465132785026994	0.124	0.404	0	0	LOC411744
0	-0.465747061624932	0.191	0.494	0	0	LOC724292
0	-0.466070745848703	0.273	0.607	0	0	LOC408976
0	-0.466454380496606	0.077	0.327	0	0	LOC550930
0	-0.467840034651137	0.118	0.398	0	0	LOC409876
0	-0.467844175370893	0.092	0.358	0	0	LOC726908
0	-0.468074954723533	0.04	0.267	0	0	LOC409536
0	-0.468142471098741	0.046	0.258	0	0	LOC726331
0	-0.468707140476762	0.044	0.271	0	0	LOC412175
0	-0.469389434081578	0.038	0.262	0	0	LOC410035
0	-0.469506050224531	0.158	0.46	0	0	LOC550818
0	-0.469674772507796	0.07	0.323	0	0	LOC100578885
0	-0.471301323622142	0.094	0.359	0	0	LOC552468
0	-0.471534262753615	0.058	0.302	0	0	LOC408653
0	-0.473974083016951	0.065	0.316	0	0	LOC551146
0	-0.47469394779798	0.06	0.309	0	0	LOC408471
0	-0.475128918598223	0.041	0.265	0	0	LOC551647
0	-0.476074463609863	0.096	0.371	0	0	LOC552684
0	-0.476990034963109	0.104	0.383	0	0	LOC411961
0	-0.477427200536084	0.046	0.277	0	0	LOC409108
0	-0.479293706340796	0.5	0.824	0	0	LOC408430
0	-0.4797383017895	0.076	0.32	0	0	LOC113218923
0	-0.479770085155298	0.146	0.438	0	0	LOC410270
0	-0.480144879460781	0.172	0.485	0	0	Eif4g
0	-0.480283985323638	0.574	0.874	0	0	LOC551356
0	-0.481437664671445	0.101	0.371	0	0	LOC411181
0	-0.481469479788369	0.102	0.379	0	0	LOC552505
0	-0.481598068809674	0.093	0.358	0	0	LOC552608
0	-0.482126850605355	0.061	0.312	0	0	LOC100577905
0	-0.483363703721131	0.116	0.399	0	0	LOC552604
0	-0.483429693394234	0.087	0.332	0	0	LOC409818
0	-0.484262837580643	0.322	0.65	0	0	LOC551123
0	-0.484795275161611	0.046	0.288	0	0	LOC408944
0	-0.484851336285069	0.039	0.266	0	0	LOC410336
0	-0.485258871298211	0.291	0.635	0	0	Syx1A
0	-0.485686325018782	0.122	0.415	0	0	LOC726093
0	-0.487118999553291	0.029	0.257	0	0	LOC107965147
0	-0.487157012402547	0.119	0.394	0	0	LOC411347
0	-0.487507942231817	0.173	0.484	0	0	LOC552177
0	-0.488182437062291	0.11	0.393	0	0	LOC412330
0	-0.488752886607999	0.055	0.3	0	0	pHCl
0	-0.488791227913095	0.071	0.33	0	0	LOC408594
0	-0.488934001114751	0.041	0.281	0	0	LOC411617
0	-0.489508056134791	0.322	0.669	0	0	LOC102656074
0	-0.489772848294696	0.133	0.436	0	0	LOC408309
0	-0.490891847392944	0.077	0.346	0	0	LOC551331
0	-0.49254616053656	0.145	0.45	0	0	LOC410867
0	-0.492951296420233	0.093	0.374	0	0	LOC412046
0	-0.493047917607483	0.111	0.4	0	0	LOC409865
0	-0.493161600284402	0.046	0.293	0	0	LOC724299
0	-0.493249388577338	0.042	0.273	0	0	LOC410259
0	-0.493310685541717	0.048	0.276	0	0	LOC411212
0	-0.49497093505742	0.088	0.364	0	0	LOC409243
0	-0.495489777739706	0.057	0.309	0	0	LOC408351
0	-0.496549627234883	0.136	0.44	0	0	LOC100577623
0	-0.497512361680944	0.205	0.525	0	0	LOC725485
0	-0.499653402240338	0.098	0.384	0	0	LOC725681
0	-0.500285156282103	0.043	0.261	0	0	LOC100576247
0	-0.501122768163288	0.067	0.329	0	0	rnd-5-family-1919#DNA/CMC-EnSpm
0	-0.501139305636371	0.099	0.378	0	0	LOC551498
0	-0.502226626813437	0.257	0.608	0	0	LOC724592
0	-0.503118188819636	0.15	0.466	0	0	LOC724535
0	-0.504100509860063	0.157	0.475	0	0	LOC413372
0	-0.505300360899164	0.059	0.319	0	0	LOC551796
0	-0.507451985100143	0.052	0.305	0	0	LOC410363
0	-0.507528609798825	0.145	0.463	0	0	LOC551987
0	-0.509024997361507	0.473	0.809	0	0	LOC551733
0	-0.509534364742876	0.126	0.431	0	0	LOC410923
0	-0.509788188887492	0.154	0.471	0	0	LOC727246
0	-0.509850768332049	0.07	0.327	0	0	LOC725885
0	-0.51188393726559	0.104	0.397	0	0	LOC408577
0	-0.51382629476043	0.452	0.751	0	0	Mblk-1
0	-0.514104700786624	0.35	0.7	0	0	LOC412777
0	-0.51434155727724	0.071	0.343	0	0	LOC724885
0	-0.515572041749672	0.072	0.343	0	0	LOC100577986
0	-0.516286275016408	0.108	0.397	0	0	LOC408908
0	-0.517063830818611	0.106	0.402	0	0	LOC409902
0	-0.518701731750075	0.165	0.494	0	0	LOC409422
0	-0.519344763727098	0.088	0.328	0	0	LOC410756
0	-0.519351608169749	0.112	0.415	0	0	LOC412281
0	-0.52095523912333	0.119	0.418	0	0	LOC409020
0	-0.521982803481215	0.049	0.308	0	0	LOC414029
0	-0.525467351309039	0.065	0.332	0	0	LOC551883
0	-0.526917564206792	0.037	0.269	0	0	Abscam
0	-0.527734086574778	0.05	0.31	0	0	LOC726188
0	-0.529575195198732	0.091	0.379	0	0	LOC102655145
0	-0.529860442380872	0.144	0.467	0	0	LOC409893
0	-0.533883479412346	0.042	0.25	0	0	LOC725164
0	-0.534604598463405	0.203	0.546	0	0	E75
0	-0.534760547630641	0.443	0.807	0	0	LOC100578925
0	-0.534875672594066	0.204	0.561	0	0	LOC409414
0	-0.535116616381612	0.231	0.556	0	0	LOC408935
0	-0.536130758452642	0.188	0.539	0	0	LOC725662
0	-0.536882945963877	0.057	0.316	0	0	LOC412299
0	-0.538107956486246	0.247	0.596	0	0	LOC411250
0	-0.541732106381345	0.063	0.334	0	0	LOC100577364
0	-0.542657896593851	0.056	0.331	0	0	LOC410371
0	-0.5449982517096	0.306	0.683	0	0	Mad
0	-0.546526381832654	0.078	0.365	0	0	LOC409565
0	-0.547459780063702	0.044	0.314	0	0	LOC410918
0	-0.547766262389748	0.028	0.273	0	0	LOC551736
0	-0.548717567505439	0.046	0.306	0	0	LOC411653
0	-0.550106508871359	0.071	0.358	0	0	LOC410739
0	-0.550372533149463	0.06	0.341	0	0	MT-LOC408967
0	-0.55124919092262	0.033	0.283	0	0	LOC113218980
0	-0.551693447404688	0.047	0.321	0	0	LOC409045
0	-0.552094759076038	0.1	0.412	0	0	LOC100577280
0	-0.552514060800642	0.145	0.449	0	0	LOC408914
0	-0.55337635130502	0.114	0.433	0	0	LOC408903
0	-0.554063469637408	0.083	0.378	0	0	LOC408740
0	-0.554512593780741	0.166	0.503	0	0	LOC410497
0	-0.558342769964366	0.147	0.462	0	0	MT-rnd-6-family-1412#Unknown
0	-0.558352849157202	0.063	0.348	0	0	LOC100576461
0	-0.559512162970883	0.051	0.333	0	0	EphR
0	-0.559562388469672	0.201	0.566	0	0	LOC409053
0	-0.559971739324964	0.03	0.276	0	0	Br-c
0	-0.560540293988044	0.054	0.334	0	0	LOC408543
0	-0.560640168836769	0.323	0.708	0	0	GluCl
0	-0.561235918988189	0.072	0.369	0	0	LOC100577139
0	-0.564748701218899	0.064	0.355	0	0	LOC408957
0	-0.568694343792209	0.18	0.541	0	0	LOC100576346
0	-0.569979193971713	0.066	0.352	0	0	LOC412878
0	-0.571780179100603	0.028	0.291	0	0	LOC408845
0	-0.572494911659953	0.094	0.406	0	0	LOC408801
0	-0.573285392610759	0.015	0.258	0	0	nAChRa6
0	-0.574942307733276	0.187	0.543	0	0	LOC413005
0	-0.576896203189189	0.106	0.431	0	0	LOC408267
0	-0.577214439375911	0.092	0.403	0	0	LOC409981
0	-0.577332699601018	0.084	0.389	0	0	LOC408877
0	-0.578039750975101	0.115	0.449	0	0	LOC724159
0	-0.581622013620314	0.081	0.389	0	0	LOC409836
0	-0.58280445188031	0.171	0.527	0	0	LOC409138
0	-0.584480946979945	0.154	0.499	0	0	LOC408298
0	-0.585074830459027	0.077	0.379	0	0	LOC408865
0	-0.592866536867317	0.185	0.547	0	0	LOC413977
0	-0.592962542727082	0.132	0.474	0	0	LOC726284
0	-0.597313646570454	0.096	0.422	0	0	LOC409933
0	-0.600106460430845	0.102	0.433	0	0	LOC410686
0	-0.60029311880479	0.022	0.296	0	0	LOC102655737
0	-0.603034703650044	0.085	0.404	0	0	LOC726547
0	-0.604652331006215	0.066	0.324	0	0	LOC726262
0	-0.605385439835038	0.117	0.443	0	0	LOC550732
0	-0.605711441260734	0.307	0.7	0	0	MT-LOC410791
0	-0.606130301641946	0.058	0.352	0	0	nAChRa1
0	-0.60832572653166	0.17	0.534	0	0	LOC100577019
0	-0.608832084676293	0.044	0.332	0	0	LOC409792
0	-0.609798669796275	0.235	0.631	0	0	LOC409729
0	-0.611302504205416	0.147	0.501	0	0	Pkc
0	-0.611714644191892	0.069	0.369	0	0	LOC102654975
0	-0.616511698450863	0.041	0.335	0	0	LOC100576384
0	-0.617202547477876	0.223	0.626	0	0	LOC725959
0	-0.617261390668265	0.102	0.432	0	0	LOC408835
0	-0.617478226174488	0.252	0.66	0	0	LOC409242
0	-0.620358307682716	0.079	0.406	0	0	LOC411466
0	-0.621112201933068	0.086	0.411	0	0	LOC411155
0	-0.6226373298502	0.217	0.611	0	0	LOC409957
0	-0.623419532828386	0.261	0.623	0	0	LOC410353
0	-0.623782312552612	0.255	0.658	0	0	LOC408716
0	-0.627605814598318	0.119	0.479	0	0	LOC408775
0	-0.633479854007334	0.074	0.407	0	0	LOC413947
0	-0.634160266029422	0.126	0.49	0	0	LOC408766
0	-0.636450812220651	0.177	0.565	0	0	LOC409142
0	-0.636728854554818	0.127	0.491	0	0	LOC724704
0	-0.641917906394069	0.106	0.46	0	0	LOC409904
0	-0.642705538923438	0.162	0.54	0	0	LOC411282
0	-0.644368403941799	0.145	0.53	0	0	LOC410637
0	-0.6535325446005	0.18	0.574	0	0	LOC410852
0	-0.655033545218723	0.097	0.454	0	0	LOC551261
0	-0.655716913374853	0.094	0.446	0	0	LOC100578705
0	-0.657048429977156	0.063	0.394	0	0	LOC102656796
0	-0.657234596726319	0.207	0.625	0	0	LOC727221
0	-0.663420162450709	0.043	0.36	0	0	LOC726032
0	-0.66416731717887	0.076	0.411	0	0	LOC408680
0	-0.664681003373551	0.192	0.588	0	0	LOC100576882
0	-0.665402684973285	0.084	0.432	0	0	brp
0	-0.672891703360651	0.055	0.388	0	0	LOC410785
0	-0.67349197654095	0.088	0.425	0	0	LOC408822
0	-0.673558224832553	0.06	0.397	0	0	LOC408331
0	-0.674853834256556	0.07	0.42	0	0	LOC725596
0	-0.677398688447876	0.228	0.651	0	0	LOC726238
0	-0.683677952207287	0.149	0.537	0	0	LOC550899
0	-0.684292983048162	0.018	0.303	0	0	Ks-1
0	-0.685559424553011	0.018	0.31	0	0	LOC725233
0	-0.686549615754218	0.108	0.488	0	0	LOC412243
0	-0.687487119450855	0.13	0.525	0	0	LOC410161
